Job Title,Department,Category,Post Name,Qualification,Vacancies,Age Limit,Salary,Job Location,Application Fee ,Application Start Date,Last Date,Selection Process,Department Logo,Notification Link,Apply Link,Status,Featured,Sponsored
TN Post Office GDS Recruitment 2026,Tamilnadu Post Office,STATE,"Gramin Dak Sevaks (GDS), BPM, ABPM",Candidates should have a 10th pass from a recognized board. Knowledge in Computer and Cycling.,2118,"The age limit for Tamilnadu Post Office GDS recruitment is a Minimum of 18 years and a maximum of 40 years. 
Candidates can check the official Post Circle notification for age relaxation.","BPM salary: Rs.12,000 to Rs.29,380/-
ABPM Salary: Rs.10,000 to Rs.24,470/-
Postal Assistant and Sorting Assistant Salary: Rs.25,500 to Rs.81,100.",Tamilnadu,No application fee is required for SC/ST/ Women/PWD. Other categories include a Rs.100 fee for this post office job.,02-09-2026,21-09-2026,The selection will be based on the Merit List of the 10th standard marks.,,https://www.indiapost.gov.in/gdsonlineengagement/pdf/descriptive-notification.pdf,https://app.indiapost.gov.in/gdscandidate,New,No,No
